file_name,beats,downbeats
Media-105518.wav,"[1.6000e-02 3.0600e-01 6.0300e-01 8.9500e-01 1.1910e+00 1.4890e+00
 1.7940e+00 2.0930e+00 2.3890e+00 2.6870e+00 2.9870e+00 3.2890e+00
 3.5990e+00 3.9110e+00 4.2160e+00 4.5110e+00 4.8040e+00 5.0960e+00
 5.3870e+00 5.6840e+00 5.9910e+00 6.2990e+00 6.6060e+00 6.9120e+00
 7.2150e+00 7.5120e+00 7.8090e+00 8.1030e+00 8.4010e+00 8.6970e+00
 8.9930e+00 9.2850e+00 9.5810e+00 9.8830e+00 1.0185e+01 1.0489e+01
 1.0797e+01 1.1099e+01 1.1399e+01 1.1697e+01 1.1999e+01 1.2299e+01
 1.2601e+01 1.2901e+01 1.3203e+01 1.3501e+01 1.3801e+01 1.4103e+01
 1.4403e+01 1.4705e+01 1.5001e+01 1.5301e+01 1.5599e+01 1.5899e+01
 1.6197e+01 1.6499e+01 1.6795e+01 1.7093e+01 1.7389e+01 1.7687e+01
 1.7983e+01 1.8285e+01 1.8583e+01 1.8883e+01 1.9183e+01 1.9491e+01
 1.9793e+01 2.0099e+01 2.0403e+01 2.0705e+01 2.1003e+01 2.1303e+01
 2.1599e+01 2.1899e+01 2.2195e+01 2.2493e+01 2.2791e+01 2.3091e+01
 2.3391e+01 2.3697e+01 2.3999e+01 2.4301e+01 2.4601e+01 2.4901e+01
 2.5193e+01 2.5491e+01 2.5789e+01 2.6089e+01 2.6389e+01 2.6695e+01
 2.6995e+01 2.7295e+01 2.7597e+01 2.7899e+01 2.8201e+01 2.8501e+01
 2.8803e+01 2.9105e+01 2.9407e+01 2.9705e+01]","[ 0.603  1.794  2.987  4.216  5.387  6.606  7.809  8.993 10.185 11.399
 12.601 13.801 15.001 16.197 17.389 18.583 19.793 21.003 22.195 23.391
 24.601 25.789 26.995 28.201 29.407]"
Media-103402.wav,"[ 0.56  1.04  1.53  2.01  2.51  2.98  3.46  3.95  4.44  4.91  5.4   5.88
  6.37  6.85  7.34  7.82  8.32  8.79  9.27  9.75 10.25 10.73 11.2  11.69
 12.17 12.65 13.13 13.62 14.12 14.59 15.07 15.56 16.04 16.52 17.01 17.49
 17.96 18.46 18.94 19.43 19.92 20.39 20.88 21.35 21.85 22.33 22.82 23.3
 23.78 24.27 24.75 25.23 25.73 26.2  26.69 27.17 27.65 28.14 28.62 29.11
 29.59]","[ 0.56  2.51  4.44  6.37  8.32 10.25 12.17 14.12 16.04 17.96 19.92 21.85
 23.78 25.73 27.65 29.59]"
Media-104917.wav,"[ 0.49   0.817  1.127  1.447  1.75   2.063  2.367  2.68   2.983  3.293
  3.59   3.903  4.213  4.53   4.833  5.13   5.433  5.747  6.07   6.393
  6.701  6.991  7.268  7.553  7.856  8.175  8.498  8.822  9.129  9.424
  9.705  9.988 10.272 10.56  10.85  11.141 11.43  11.729 12.015 12.295
 12.575 12.876 13.189 13.489 13.782 14.077 14.383 14.684 14.981 15.265
 15.55  15.829 16.119 16.413 16.71  17.01  17.312 17.614 17.907 18.198
 18.49  18.78  19.06  19.347 19.63  19.92  20.203 20.51  20.807 21.113
 21.393 21.687 21.967 22.27  22.572 22.878 23.179 23.481 23.777 24.048
 24.323 24.619 24.933 25.251 25.556 25.854 26.144 26.436 26.738 27.037
 27.326 27.618 27.908 28.203 28.488 28.772 29.05  29.343 29.645 29.967]","[ 0.49   1.75   2.983  4.213  5.433  6.701  7.856  9.129 10.272 11.43
 12.575 13.782 14.981 16.119 17.312 18.49  19.63  20.807 21.967 23.179
 24.323 25.556 26.738 27.908 29.05 ]"
Albums-Latin_Jam-07.wav,"[ 1.21  1.69  2.18  2.66  3.15  3.63  4.12  4.6   5.09  5.57  6.06  6.54
  7.03  7.51  8.    8.48  8.97  9.45  9.94 10.42 10.91 11.39 11.88 12.36
 12.85 13.33 13.82 14.3  14.79 15.27 15.76 16.24 16.73 17.21 17.7  18.18
 18.67 19.15 19.64 20.12 20.61 21.09 21.58 22.06 22.55 23.03 23.52 24.
 24.49 24.97 25.46 25.94 26.43 26.91 27.4  27.88 28.37 28.85 29.34 29.82]","[ 1.21  3.15  5.09  7.03  8.97 10.91 12.85 14.79 16.73 18.67 20.61 22.55
 24.49 26.43 28.37]"
Media-105808.wav,"[2.0000e-02 4.9600e-01 9.7800e-01 1.4480e+00 1.9120e+00 2.3660e+00
 2.8340e+00 3.2980e+00 3.7660e+00 4.2480e+00 4.7340e+00 5.2140e+00
 5.6900e+00 6.1600e+00 6.6200e+00 7.0780e+00 7.5300e+00 7.9840e+00
 8.4440e+00 8.9080e+00 9.3760e+00 9.8440e+00 1.0320e+01 1.0794e+01
 1.1272e+01 1.1740e+01 1.2210e+01 1.2670e+01 1.3140e+01 1.3604e+01
 1.4070e+01 1.4538e+01 1.5016e+01 1.5484e+01 1.5952e+01 1.6416e+01
 1.6888e+01 1.7356e+01 1.7824e+01 1.8294e+01 1.8770e+01 1.9238e+01
 1.9710e+01 2.0180e+01 2.0644e+01 2.1108e+01 2.1574e+01 2.2042e+01
 2.2512e+01 2.2984e+01 2.3460e+01 2.3926e+01 2.4396e+01 2.4862e+01
 2.5332e+01 2.5792e+01 2.6266e+01 2.6730e+01 2.7200e+01 2.7668e+01
 2.8142e+01 2.8610e+01 2.9074e+01 2.9536e+01 3.0000e+01]","[2.0000e-02 1.9120e+00 3.7660e+00 5.6900e+00 7.5300e+00 9.3760e+00
 1.1272e+01 1.3140e+01 1.5016e+01 1.6888e+01 1.8770e+01 2.0644e+01
 2.2512e+01 2.4396e+01 2.6266e+01 2.8142e+01 3.0000e+01]"
Media-103410.wav,"[ 0.31  0.79  1.27  1.76  2.25  2.73  3.21  3.69  4.18  4.67  5.14  5.62
  6.1   6.59  7.08  7.57  8.05  8.54  9.02  9.5   9.99 10.46 10.95 11.43
 11.92 12.41 12.89 13.36 13.85 14.33 14.81 15.3  15.78 16.27 16.76 17.24
 17.72 18.2  18.7  19.18 19.66 20.15 20.64 21.11 21.6  22.08 22.57 23.05
 23.53 24.02 24.51 24.97 25.47 25.95 26.43 26.92 27.41 27.89 28.38 28.86
 29.33 29.82]","[ 0.31  2.25  4.18  6.1   8.05  9.99 11.92 13.85 15.78 17.72 19.66 21.6
 23.53 25.47 27.41 29.33]"
Albums-StrictlyDancing_Tango-06.wav,"[ 0.42        0.98367347  1.5122449   2.04        2.56        3.06
  3.56        4.08        4.58        5.08        5.6         6.1
  6.5877551   7.1         7.58        8.1         8.6         9.1
  9.62       10.12       10.62       11.14       11.66       12.16
 12.68       13.18       13.68       14.2        14.71428571 15.22244898
 15.72       16.22       16.73877551 17.26326531 17.8122449  18.32
 18.82       19.32       19.82       20.32       20.82       21.34
 21.84       22.34       22.86       23.36       23.86       24.38
 24.88       25.38       25.9        26.4        26.9        27.4
 27.88       28.38       28.9        29.4        29.9       ]","[ 1.5122449  3.56       5.6        7.58       9.62      11.66
 13.68      15.72      17.8122449 19.82      21.84      23.86
 25.9       27.88      29.9      ]"
Albums-Secret_Garden-06.wav,"[ 0.33088435  0.98394558  1.69795918  2.38294784  3.05052154  3.72970522
  4.4553288   5.10839002  5.83981859  6.53641723  7.19238095  7.89188209
  9.13705215  9.8370068  10.4770068  11.10004535 11.74004535 12.40997732
 13.09696145 13.77297052 14.4370068  15.10303855 15.77297052 16.45696145
 17.16244898 17.80997732 18.46004535 19.1170068  19.78303855 20.46702948
 21.16       21.83900227 22.50902494 23.21097506 23.94902494 24.72
 25.44399093 26.13696145 26.79002267 27.44997732 28.09795918 28.75501134
 29.39102041 30.00997732]","[ 0.33088435  2.38294784  4.4553288   6.53641723  9.13705215 11.10004535
 13.09696145 15.10303855 17.16244898 19.1170068  21.16       23.21097506
 25.44399093 27.44997732 29.39102041]"
Albums-Ballroom_Classics4-02.wav,"[ 1.31  2.06  2.74  3.44  4.11  4.83  5.52  6.19  6.87  7.54  8.24  8.9
  9.62 10.34 11.01 11.71 12.38 13.01 13.67 14.34 15.08 15.83 16.51 17.21
 17.93 18.59 19.3  19.99 20.7  21.37 22.09 22.8  23.41 24.15 24.83 25.47
 26.2  26.89 27.59 28.28 28.94 29.62]","[ 1.31  3.44  5.52  7.54  9.62 11.71 13.67 15.83 17.93 19.99 22.09 24.15
 26.2  28.28]"
Albums-Pais_Tropical-11.wav,"[ 0.11  0.72  1.32  1.9   2.52  3.13  3.73  4.34  4.92  5.53  6.13  6.75
  7.33  7.94  8.53  9.15  9.73 10.34 10.91 11.51 12.14 12.76 13.33 13.92
 14.54 15.15 15.73 16.35 16.95 17.57 18.13 18.76 19.36 19.98 20.57 21.16
 21.76 22.36 22.98 23.59 24.17 24.76 25.41 25.97 26.57 27.17 27.76 28.38
 28.98 29.59]","[ 0.11  2.52  4.92  7.33  9.73 12.14 14.54 16.95 19.36 21.76 24.17 26.57
 28.98]"
Media-103609.wav,"[ 0.04  0.67  1.26  1.85  2.45  3.07  3.67  4.26  4.84  5.43  6.07  6.7
  7.31  7.86  8.45  9.06  9.64 10.28 10.81 11.4  12.06 12.63 13.27 13.87
 14.46 15.05 15.68 16.29 16.88 17.46 18.06 18.67 19.26 19.87 20.48 21.07
 21.66 22.28 22.87 23.47 24.06 24.68 25.27 25.87 26.47 27.09 27.68 28.28
 28.86 29.47]","[ 0.04  2.45  4.84  7.31  9.64 12.06 14.46 16.88 19.26 21.66 24.06 26.47
 28.86]"
Media-105305.wav,"[2.0000e-02 5.7000e-01 1.0500e+00 1.5400e+00 2.0400e+00 2.5300e+00
 3.0100e+00 3.4800e+00 3.9600e+00 4.4600e+00 4.9200e+00 5.4000e+00
 5.8800e+00 6.3300e+00 6.8500e+00 7.3200e+00 7.7700e+00 8.2600e+00
 8.7400e+00 9.1900e+00 9.6500e+00 1.0120e+01 1.0580e+01 1.1040e+01
 1.1530e+01 1.2020e+01 1.2530e+01 1.3020e+01 1.3450e+01 1.3890e+01
 1.4360e+01 1.4830e+01 1.5330e+01 1.5860e+01 1.6350e+01 1.6850e+01
 1.7350e+01 1.7831e+01 1.8320e+01 1.8800e+01 1.9250e+01 1.9740e+01
 2.0220e+01 2.0670e+01 2.1160e+01 2.1620e+01 2.2120e+01 2.2560e+01
 2.3010e+01 2.3520e+01 2.3980e+01 2.4430e+01 2.4900e+01 2.5350e+01
 2.5810e+01 2.6270e+01 2.6750e+01 2.7210e+01 2.7670e+01 2.8180e+01
 2.8650e+01 2.9090e+01 2.9590e+01]","[2.000e-02 2.040e+00 3.960e+00 5.880e+00 7.770e+00 9.650e+00 1.153e+01
 1.345e+01 1.533e+01 1.735e+01 1.925e+01 2.116e+01 2.301e+01 2.490e+01
 2.675e+01 2.865e+01]"
Albums-Macumba-02.wav,"[ 1.49  1.97  2.46  2.94  3.43  3.91  4.4   4.88  5.36  5.85  6.33  6.82
  7.3   7.78  8.27  8.75  9.23  9.72 10.2  10.69 11.17 11.65 12.14 12.62
 13.11 13.59 14.09 14.56 15.04 15.49 15.99 16.5  16.97 17.45 17.94 18.42
 18.91 19.4  19.88 20.36 20.85 21.33 21.81 22.3  22.79 23.26 23.75 24.23
 24.72 25.2  25.69 26.17 26.65 27.14 27.62 28.11 28.59 29.07 29.54 29.99]","[ 1.49  3.43  5.36  7.3   9.23 11.17 13.11 15.04 16.97 18.91 20.85 22.79
 24.72 26.65 28.59]"
Media-105804.wav,"[1.000e-02 7.100e-01 1.380e+00 2.070e+00 2.770e+00 3.470e+00 4.140e+00
 4.840e+00 5.520e+00 6.220e+00 6.900e+00 7.590e+00 8.280e+00 8.960e+00
 9.690e+00 1.037e+01 1.104e+01 1.174e+01 1.242e+01 1.313e+01 1.383e+01
 1.448e+01 1.516e+01 1.587e+01 1.657e+01 1.730e+01 1.796e+01 1.864e+01
 1.932e+01 2.001e+01 2.070e+01 2.140e+01 2.208e+01 2.277e+01 2.344e+01
 2.414e+01 2.484e+01 2.550e+01 2.620e+01 2.690e+01 2.758e+01 2.830e+01
 2.897e+01 2.969e+01]","[1.000e-02 2.070e+00 4.140e+00 6.220e+00 8.280e+00 1.037e+01 1.242e+01
 1.448e+01 1.657e+01 1.864e+01 2.070e+01 2.277e+01 2.484e+01 2.690e+01
 2.897e+01]"
Albums-Step_By_Step-16.wav,"[ 0.221  0.496  0.774  1.057  1.343  1.627  1.915  2.206  2.499  2.79
  3.08   3.37   3.659  3.948  4.238  4.529  4.82   5.111  5.403  5.698
  5.994  6.29   6.585  6.881  7.178  7.475  7.77   8.067  8.365  8.664
  8.962  9.26   9.559  9.858 10.157 10.455 10.75  11.045 11.34  11.635
 11.928 12.219 12.509 12.796 13.082 13.366 13.65  13.936 14.224 14.513
 14.804 15.096 15.391 15.686 15.98  16.275 16.57  16.866 17.162 17.458
 17.755 18.054 18.351 18.649 18.946 19.245 19.545 19.845 20.144 20.442
 20.74  21.036 21.333 21.63  21.925 22.218 22.512 22.806 23.101 23.395
 23.686 23.977 24.269 24.562 24.853 25.143 25.432 25.722 26.013 26.303
 26.593 26.883 27.176 27.47  27.763 28.055 28.348 28.642 28.935 29.228]","[ 0.221  1.343  2.499  3.659  4.82   5.994  7.178  8.365  9.559 10.75
 11.928 13.082 14.224 15.391 16.57  17.755 18.946 20.144 21.333 22.512
 23.686 24.853 26.013 27.176 28.348]"
Media-104706.wav,"[ 0.33  0.75  1.21  1.67  2.15  2.61  3.06  3.52  4.01  4.49  4.94  5.39
  5.92  6.41  6.84  7.31  7.78  8.25  8.74  9.21  9.68 10.14 10.6  11.1
 11.56 12.03 12.5  12.96 13.45 13.91 14.4  14.85 15.34 15.81 16.27 16.73
 17.21 17.67 18.17 18.63 19.09 19.55 20.03 20.49 20.96 21.42 21.87 22.33
 22.8  23.27 23.75 24.22 24.68 25.13 25.62 26.1  26.56 27.01 27.49 27.96
 28.43 28.88 29.36 29.84]","[ 0.33  2.15  4.01  5.92  7.78  9.68 11.56 13.45 15.34 17.21 19.09 20.96
 22.8  24.68 26.56 28.43]"
Media-105705.wav,"[ 0.70530612  1.15002267  1.63002267  2.09696145  2.57696145  3.0370068
  3.50702948  3.96997732  4.44698413  4.9170068   5.39002267  5.86004535
  6.32997732  6.7970068   7.26303855  7.72997732  8.2         8.67002268
  9.13696145  9.60698413 10.0770068  10.54702948 11.01297052 11.4829932
 11.95301587 12.42303855 12.88997732 13.36       13.82702948 14.29297052
 14.76       15.23002268 15.70004535 16.16997732 16.64       17.11002267
 17.57696145 18.0429932  18.51002267 18.98303855 19.45297052 19.9229932
 20.39002268 20.86004535 21.32997732 21.8        22.27002267 22.73696145
 23.2029932  23.67002267 24.14004535 24.60997732 25.08       25.55002268
 26.02004535 26.48698413 26.95301587 27.42004535 27.88997732 28.36
 28.83002267 29.30004535 29.76997732]","[ 1.15002267  3.0370068   4.9170068   6.7970068   8.67002268 10.54702948
 12.42303855 14.29297052 16.16997732 18.0429932  19.9229932  21.8
 23.67002267 25.55002268 27.42004535 29.30004535]"
Albums-Latin_Jam-04.wav,"[ 0.05  0.52  0.99  1.45  1.92  2.39  2.86  3.34  3.81  4.28  4.74  5.21
  5.7   6.15  6.62  7.09  7.56  8.04  8.51  8.97  9.44  9.92 10.39 10.84
 11.32 11.8  12.27 12.73 13.21 13.67 14.15 14.6  15.08 15.56 16.02 16.49
 16.96 17.43 17.91 18.36 18.84 19.31 19.78 20.25 20.72 21.19 21.66 22.13
 22.59 23.07 23.54 24.01 24.48 24.95 25.42 25.88 26.36 26.83 27.3  27.77
 28.24 28.71 29.18 29.65]","[ 0.05  1.92  3.81  5.7   7.56  9.44 11.32 13.21 15.08 16.96 18.84 20.72
 22.59 24.48 26.36 28.24]"
Media-104601.wav,"[ 6.91  7.62  8.34  9.    9.68 10.27 10.97 11.65 12.3  13.02 13.78 14.43
 15.05 15.72 16.38 17.1  17.77 18.44 19.16 19.8  20.47 21.14 21.81 22.47
 23.2  23.85 24.53 25.24 25.89 26.58 27.26 27.94 28.64 29.28 29.99]",[ 6.91  9.   10.97 13.02 15.05 17.1  19.16 21.14 23.2  25.24 27.26 29.28]
